id,title,categories,abstract,doi,created,updated,authors
1406.1245,modelling receiver operating characteristic curves using gaussian   mixtures,stat.me stat.ap stat.co,"the receiver operating characteristic curve is widely applied in measuring the performance of diagnostic tests. many direct and indirect approaches have been proposed for modelling the roc curve, and because of its tractability, the gaussian distribution has typically been used to model both populations. we propose using a gaussian mixture model, leading to a more flexible approach that better accounts for atypical data. monte carlo simulation is used to circumvent the issue of absence of a closed-form. we show that our method performs favourably when compared to the crude binormal curve and to the semi-parametric frequentist binormal roc using the famous labroc procedure.",10.1016/j.csda.2015.04.010,2014-06-04,,"['amay cheam', 'paul d. mcnicholas']"
1406.1655,variational inference of latent state sequences using recurrent networks,stat.ml cs.lg,"recent advances in the estimation of deep directed graphical models and recurrent networks let us contribute to the removal of a blind spot in the area of probabilistc modelling of time series. the proposed methods i) can infer distributed latent state-space trajectories with nonlinear transitions, ii) scale to large data sets thanks to the use of a stochastic objective and fast, approximate inference, iii) enable the design of rich emission models which iv) will naturally lead to structured outputs. two different paths of introducing latent state sequences are pursued, leading to the variational recurrent auto encoder (vrae) and the variational one step predictor (vosp). the use of independent wiener processes as priors on the latent state sequence is a viable compromise between efficient computation of the kullback-leibler divergence from the variational approximation of the posterior and maintaining a reasonable belief in the dynamics. we verify our methods empirically, obtaining results close or superior to the state of the art. we also show qualitative results for denoising and missing value imputation.",,2014-06-06,2014-09-30,"['justin bayer', 'christian osendorfer']"
1406.2933,optimal designs for copula models,stat.me,"copula modelling has in the past decade become a standard tool in many areas of applied statistics. however, a largely neglected aspect concerns the design of related experiments. particularly the issue of whether the estimation of copula parameters can be enhanced by optimizing experimental conditions and how robust all the parameter estimates for the model are with respect to the type of copula employed. in this paper an equivalence theorem for (bivariate) copula models is provided that allows formulation of efficient design algorithms and quick checks of whether designs are optimal or at least efficient. some examples illustrate that in practical situations considerable gains in design efficiency can be achieved. a natural comparison between different copula models with respect to design efficiency is provided as well.",,2014-06-11,,"['elisa perrone', 'werner g. müller']"
1406.3106,on lindley-exponential distribution: properties and application,stat.ap stat.me,"in this paper, we introduce a new distribution generated by lindley random variable which offers a more flexible model for modelling lifetime data. various statistical properties like distribution function, survival function, moments, entropy, and limiting distribution of extreme order statistics are established. inference for a random sample from the proposed distribution is investigated and maximum likelihood estimation method is used for estimating parameters of this distribution. the applicability of the proposed distribution is shown through real data sets.",,2014-06-11,,"['deepesh bhati', 'mohd. aamir malik']"
1406.3774,markov-switching generalized additive models,stat.me stat.co,"we consider markov-switching regression models, i.e. models for time series regression analyses where the functional relationship between covariates and response is subject to regime switching controlled by an unobservable markov chain. building on the powerful hidden markov model machinery and the methods for penalized b-splines routinely used in regression analyses, we develop a framework for nonparametrically estimating the functional form of the effect of the covariates in such a regression model, assuming an additive structure of the predictor. the resulting class of markov-switching generalized additive models is immensely flexible, and contains as special cases the common parametric markov-switching regression models and also generalized additive and generalized linear models. the feasibility of the suggested maximum penalized likelihood approach is demonstrated by simulation and further illustrated by modelling how energy price in spain depends on the euro/dollar exchange rate.",,2014-06-14,2015-05-10,"['roland langrock', 'thomas kneib', 'richard glennie', 'théo michelot']"
1406.3830,"modelling, visualising and summarising documents with a single   convolutional neural network",cs.cl cs.lg stat.ml,"capturing the compositional process which maps the meaning of words to that of documents is a central challenge for researchers in natural language processing and information retrieval. we introduce a model that is able to represent the meaning of documents by embedding them in a low dimensional vector space, while preserving distinctions of word and sentence order crucial for capturing nuanced semantics. our model is based on an extended dynamic convolution neural network, which learns convolution filters at both the sentence and document level, hierarchically learning to capture and compose low level lexical features into high level semantic concepts. we demonstrate the effectiveness of this model on a range of document modelling tasks, achieving strong results with no feature engineering and with a more compact model. inspired by recent advances in visualising deep convolution networks for computer vision, we present a novel visualisation technique for our document networks which not only provides insight into their learning process, but also can be interpreted to produce a compelling automatic summarisation system for texts.",,2014-06-15,,"['misha denil', 'alban demiraj', 'nal kalchbrenner', 'phil blunsom', 'nando de freitas']"
1406.4643,vector quantile regression: an optimal transport approach,stat.me,"we propose a notion of conditional vector quantile function and a vector quantile regression. a \emph{conditional vector quantile function} (cvqf) of a random vector $y$, taking values in $\mathbb{r}^d$ given covariates $z=z$, taking values in $\mathbb{r}% ^k$, is a map $u \longmapsto q_{y\mid z}(u,z)$, which is monotone, in the sense of being a gradient of a convex function, and such that given that vector $u$ follows a reference non-atomic distribution $f_u$, for instance uniform distribution on a unit cube in $\mathbb{r}^d$, the random vector $q_{y\mid z}(u,z)$ has the distribution of $y$ conditional on $z=z$. moreover, we have a strong representation, $y = q_{y\mid z}(u,z)$ almost surely, for some version of $u$. the \emph{vector quantile regression} (vqr) is a linear model for cvqf of $y$ given $z$. under correct specification, the notion produces strong representation, $y=\beta \left(u\right) ^\top f(z)$, for $f(z)$ denoting a known set of transformations of $z$, where $u \longmapsto \beta(u)^\top f(z)$ is a monotone map, the gradient of a convex function, and the quantile regression coefficients $u \longmapsto \beta(u)$ have the interpretations analogous to that of the standard scalar quantile regression. as $f(z)$ becomes a richer class of transformations of $z$, the model becomes nonparametric, as in series modelling. a key property of vqr is the embedding of the classical monge-kantorovich's optimal transportation problem at its core as a special case. in the classical case, where $y$ is scalar, vqr reduces to a version of the classical qr, and cvqf reduces to the scalar conditional quantile function. an application to multiple engel curve estimation is considered.",,2014-06-18,2015-09-27,"['guillaume carlier', 'victor chernozhukov', 'alfred galichon']"
1406.5005,computation and visualisation for large-scale gaussian updates,stat.co,"in geostatistics, and also in other applications in science and engineering, we are now performing updates on gaussian process models with many thousands or even millions of components. these large-scale inferences involve computational challenges, because the updating equations cannot be solved as written, owing to the size and cost of the matrix operations. they also involve representational challenges, to account for judgements of heterogeneity concerning the underlying fields, and diverse sources of observations.   diagnostics are particularly valuable in this situation. we present a diagnostic and visualisation tool for large-scale gaussian updates, the `medal plot'. this shows the updated uncertainty for each observation, and also summarises the sharing of information across observations, as a proxy for the sharing of information across the state vector. it allows us to `sanity-check' the code implementing the update, but it can also reveal unexpected features in our modelling. we discuss computational issues for large-scale updates, and we illustrate with an application to assess mass trends in the antarctic ice sheet.",,2014-06-19,,"['jonathan rougier', 'andrew zammit mangion', 'nana schoen']"
1406.6728,bayesian survival modelling of university outcomes,stat.ap,"the aim of this paper is to model the length of registration at university and its associated academic outcome for undergraduate students at the pontificia universidad cat\'olica de chile. survival time is defined as the time until the end of the enrollment period, which can relate to different reasons - graduation or two types of dropout - that are driven by different processes. hence, a competing risks model is employed for the analysis. the issue of separation of the outcomes (which precludes maximum likelihood estimation) is handled through the use of bayesian inference with an appropriately chosen prior. we are interested in identifying important determinants of university outcomes and the associ- ated model uncertainty is formally addressed through bayesian model averaging. the methodology introduced for modelling university outcomes is applied to three selected degree programmes, which are particularly affected by dropout and late graduation.",,2014-06-25,,"['catalina a. vallejos', 'mark f. j. steel']"
1406.7665,interleaved factorial non-homogeneous hidden markov models for energy   disaggregation,stat.ap,"to reduce energy demand in households it is useful to know which electrical appliances are in use at what times. monitoring individual appliances is costly and intrusive, whereas data on overall household electricity use is more easily obtained. in this paper, we consider the energy disaggregation problem where a household's electricity consumption is disaggregated into the component appliances. the factorial hidden markov model (fhmm) is a natural model to fit this data. we enhance this generic model by introducing two constraints on the state sequence of the fhmm. the first is to use a non-homogeneous markov chain, modelling how appliance usage varies over the day, and the other is to enforce that at most one chain changes state at each time step. this yields a new model which we call the interleaved factorial non-homogeneous hidden markov model (ifnhmm). we evaluated the ability of this model to perform disaggregation in an ultra-low frequency setting, over a data set of 251 english households. in this new setting, the ifnhmm outperforms the fhmm in terms of recovering the energy used by the component appliances, due to that stronger constraints have been imposed on the states of the hidden markov chains. interestingly, we find that the variability in model performance across households is significant, underscoring the importance of using larger scale data in the disaggregation problem.",,2014-06-30,,"['mingjun zhong', 'nigel goddard', 'charles sutton']"
1407.0064,the zero & $n$-inflated binomial distribution with applications,stat.me,"in this article we consider the distribution arising when two zero-inflated poisson count processes are constrained by their sum total, resulting in a novel zero & $n$-inflated binomial distribution. this result motivates a general class of model for applications in which a sum-constrained count response is subject to multiple sources of heterogeneity, principally an excess of zeroes and $n$'s in the underlying count generating process. two examples from the ecological regression literature are used to illustrate the wide applicability of the proposed model, and serve to detail its substantial superiority in modelling performance as compared to competing models. we also present an extension to the modelling framework for more complex cases, considering a gender study dataset which is overdispersed relative to the new likelihood, and conclude the article with the description of a general framework for a zero & $n$-inflated multinomial distribution.",,2014-06-30,2016-02-17,"['james sweeney', 'john haslett', 'andrew c. parnell']"
1407.1576,a statistical modelling and analysis of phevs' power demand in smart   grids,cs.ce stat.ap,"electric vehicles (evs) and particularly plug-in hybrid electric vehicles (phevs) are foreseen to become popular in the near future. not only are they much more environmentally friendly than conventional internal combustion engine (ice) vehicles, their fuel can also be catered from diverse energy sources and resources. however, they add significant load on the power grid as they become widespread. the characteristics of this extra load follow the patterns of people's driving behaviours. in particular, random parameters such as arrival time and driven distance of the vehicles determine their expected demand profile from the power grid. in this paper, we first present a model for uncoordinated charging power demand of phevs based on a stochastic process and accordingly we characterize the ev's expected daily power demand profile. next, we adopt different distributions for the ev's charging time following some available empirical research data in the literature. simulation results show that the ev's expected daily power demand profiles obtained under the uniform, gaussian with positive support and rician distributions for charging time are identical when the first and second order statistics of these distributions are the same. this gives us useful insights into the long-term planning for upgrading power systems' infrastructure to accommodate phevs. in addition, the results from this modelling can be incorporated into designing demand response (dr) algorithms and evaluating the available dr techniques more accurately.",,2014-07-07,,"['farshad rassaei', 'wee-seng soh', 'kee-chaing chua']"
1407.4139,"subjectivity, bayesianism, and causality",cs.ai stat.me stat.ml,"bayesian probability theory is one of the most successful frameworks to model reasoning under uncertainty. its defining property is the interpretation of probabilities as degrees of belief in propositions about the state of the world relative to an inquiring subject. this essay examines the notion of subjectivity by drawing parallels between lacanian theory and bayesian probability theory, and concludes that the latter must be enriched with causal interventions to model agency. the central contribution of this work is an abstract model of the subject that accommodates causal interventions in a measure-theoretic formalisation. this formalisation is obtained through a game-theoretic ansatz based on modelling the inside and outside of the subject as an extensive-form game with imperfect information between two players. finally, i illustrate the expressiveness of this model with an example of causal induction.",,2014-07-15,2015-04-24,['pedro a. ortega']
1407.4184,inference for biased models: a quasi-instrumental variable approach,stat.me,"for linear regression models who are not exactly sparse in the sense that the coefficients of the insignificant variables are not exactly zero, the working models obtained by a variable selection are often biased. even in sparse cases, after a variable selection, when some significant variables are missing, the working models are biased as well. thus, under such situations, root-n consistent estimation and accurate prediction could not be expected. in this paper, a novel remodelling method is proposed to produce an unbiased model when quasi-instrumental variables are introduced. the root-n estimation consistency and the asymptotic normality can be achieved, and the prediction accuracy can be promoted as well. the performance of the new method is examined through simulation studies.",,2014-07-15,,"['lu lin', 'lixing zhu', 'yujie gai']"
1407.5155,sparse and spurious: dictionary learning with noise and outliers,cs.lg stat.ml,"a popular approach within the signal processing and machine learning communities consists in modelling signals as sparse linear combinations of atoms selected from a learned dictionary. while this paradigm has led to numerous empirical successes in various fields ranging from image to audio processing, there have only been a few theoretical arguments supporting these evidences. in particular, sparse coding, or sparse dictionary learning, relies on a non-convex procedure whose local minima have not been fully analyzed yet. in this paper, we consider a probabilistic model of sparse signals, and show that, with high probability, sparse coding admits a local minimum around the reference dictionary generating the signals. our study takes into account the case of over-complete dictionaries, noisy signals, and possible outliers, thus extending previous work limited to noiseless settings and/or under-complete dictionaries. the analysis we conduct is non-asymptotic and makes it possible to understand how the key quantities of the problem, such as the coherence or the level of noise, can scale with respect to the dimension of the signals, the number of atoms, the sparsity and the number of observations.",,2014-07-19,2015-08-22,"['rémi gribonval', 'rodolphe jenatton', 'francis bach']"
1407.5290,event-controlled constructions of random fields of maxima with   non-max-stable dependence,stat.me physics.geo-ph,"max-stable random fields can be constructed according to schlather (2002) with a random function or a stationary process and a kind of random event magnitude. these are applied for the modelling of natural hazards. we simply extend these event-controlled constructions to random fields of maxima with non-max-stable dependence structure (copula). the theory for the variant with a stationary process is obvious; the parameter(s) of its correlation function is/are determined by the event magnitude. the introduced variant with random functions can only be researched numerically. the scaling of the random function is exponentially determined by the event magnitude. the location parameter of the gumbel margins depends only on this exponential function in the researched examples; the scale parameter of the margins is normalized. in addition, we propose a method for the parameter estimation for such constructions by using kendall's tau. the spatial dependence in relation to the block size is considered therein. finally, we briefly discuss some issues like the sampling.",,2014-07-20,,['mathias raschke']
1407.6128,permutation models for collaborative ranking,cs.ir cs.lg stat.ml,"we study the problem of collaborative filtering where ranking information is available. focusing on the core of the collaborative ranking process, the user and their community, we propose new models for representation of the underlying permutations and prediction of ranks. the first approach is based on the assumption that the user makes successive choice of items in a stage-wise manner. in particular, we extend the plackett-luce model in two ways - introducing parameter factoring to account for user-specific contribution, and modelling the latent community in a generative setting. the second approach relies on log-linear parameterisation, which relaxes the discrete-choice assumption, but makes learning and inference much more involved. we propose mcmc-based learning and inference methods and derive linear-time prediction algorithms.",,2014-07-23,,"['truyen tran', 'svetha venkatesh']"
1407.6895,bayesian exponential random graph models with nodal random effects,stat.ap stat.me,we extend the well-known and widely used exponential random graph model (ergm) by including nodal random effects to compensate for heterogeneity in the nodes of a network. the bayesian framework for ergms proposed by caimo and friel (2011) yields the basis of our modelling algorithm. a central question in network models is the question of model selection and following the bayesian paradigm we focus on estimating bayes factors. to do so we develop an approximate but feasible calculation of the bayes factor which allows one to pursue model selection. two data examples and a small simulation study illustrate our mixed model approach and the corresponding model selection.,,2014-07-25,2015-01-12,"['stephanie thiemichen', 'nial friel', 'alberto caimo', 'göran kauermann']"
1408.0047,cumulative restricted boltzmann machines for ordinal matrix data   analysis,stat.ml cs.ir cs.lg stat.ap stat.me,"ordinal data is omnipresent in almost all multiuser-generated feedback - questionnaires, preferences etc. this paper investigates modelling of ordinal data with gaussian restricted boltzmann machines (rbms). in particular, we present the model architecture, learning and inference procedures for both vector-variate and matrix-variate ordinal data. we show that our model is able to capture latent opinion profile of citizens around the world, and is competitive against state-of-art collaborative filtering techniques on large-scale public datasets. the model thus has the potential to extend application of rbms to diverse domains such as recommendation systems, product reviews and expert assessments.",,2014-07-31,,"['truyen tran', 'dinh phung', 'svetha venkatesh']"
1408.0711,clustering using skewed multivariate heavy tailed distributions with   flexible tail behaviour,stat.me stat.ap,"the family of location and scale mixtures of gaussians has the ability to generate a number of flexible distributional forms. it nests as particular cases several important asymmetric distributions like the generalised hyperbolic distribution. the generalised hyperbolic distribution in turn nests many other well known distributions such as the normal inverse gaussian (nig) whose practical relevance has been widely documented in the literature. in a multivariate setting, we propose to extend the standard location and scale mixture concept into a so called multiple scaled framework which has the advantage of allowing different tail and skewness behaviours in each dimension of the variable space with arbitrary correlation between dimensions. estimation of the parameters is provided via an em algorithm with a particular focus on nig distributions. inference is then extended to cover the case of mixtures of such multiple scaled distributions for application to clustering. assessments on simulated and real data confirm the gain in degrees of freedom and flexibility in modelling data of varying tail behaviour and directional shape.",,2014-08-01,,"['darren wraith', 'florence forbes']"
1408.1160,mixed-variate restricted boltzmann machines,stat.ml cs.lg stat.me,"modern datasets are becoming heterogeneous. to this end, we present in this paper mixed-variate restricted boltzmann machines for simultaneously modelling variables of multiple types and modalities, including binary and continuous responses, categorical options, multicategorical choices, ordinal assessment and category-ranked preferences. dependency among variables is modeled using latent binary variables, each of which can be interpreted as a particular hidden aspect of the data. the proposed model, similar to the standard rbms, allows fast evaluation of the posterior for the latent variables. hence, it is naturally suitable for many common tasks including, but not limited to, (a) as a pre-processing step to convert complex input data into a more convenient vectorial representation through the latent posteriors, thereby offering a dimensionality reduction capacity, (b) as a classifier supporting binary, multiclass, multilabel, and label-ranking outputs, or a regression tool for continuous outputs and (c) as a data completion tool for multimodal and heterogeneous data. we evaluate the proposed model on a large-scale dataset using the world opinion survey results on three tasks: feature extraction and visualization, data completion and prediction.",,2014-08-05,,"['truyen tran', 'dinh phung', 'svetha venkatesh']"
1408.1191,cluster detection and risk estimation for spatio-temporal health data,stat.me,"in epidemiological disease mapping one aims to estimate the spatio-temporal pattern in disease risk and identify high-risk clusters, allowing health interventions to be appropriately targeted. bayesian spatio-temporal models are used to estimate smoothed risk surfaces, but this is contrary to the aim of identifying groups of areal units that exhibit elevated risks compared with their neighbours. therefore, in this paper we propose a new bayesian hierarchical modelling approach for simultaneously estimating disease risk and identifying high-risk clusters in space and time. inference for this model is based on markov chain monte carlo simulation, using the freely available r package carbayesst that has been developed in conjunction with this paper. our methodology is motivated by two case studies, the first of which assesses if there is a relationship between public health districts and colon cancer clusters in georgia, while the second looks at the impact of the smoking ban in public places in england on cardiovascular disease clusters.",,2014-08-06,2014-11-10,"['duncan lee', 'andrew lawson']"
1408.1554,a complete data frame work for fitting power law distributions,stat.co physics.soc-ph,"over the last few decades power law distributions have been suggested as forming generative mechanisms in a variety of disparate fields, such as, astrophysics, criminology and database curation. however, fitting these heavy tailed distributions requires care, especially since the power law behaviour may only be present in the distributional tail. current state of the art methods for fitting these models rely on estimating the cut-off parameter $x_{\min}$. this results in the majority of collected data being discarded. this paper provides an alternative, principled approached for fitting heavy tailed distributions. by directly modelling the deviation from the power law distribution, we can fit and compare a variety of competing models in a single unified framework.",,2014-08-07,2014-08-24,['colin s. gillespie']
1408.5060,modelling across extremal dependence classes,stat.me,"different dependence scenarios can arise in multivariate extremes, entailing careful selection of an appropriate class of models. in bivariate extremes, the variables are either asymptotically dependent or are asymptotically independent. most available statistical models suit one or other of these cases, but not both, resulting in a stage in the inference that is unaccounted for, but can substantially impact subsequent extrapolation. existing modelling solutions to this problem are either applicable only on sub-domains, or appeal to multiple limit theories. we introduce a unified representation for bivariate extremes that encompasses a wide variety of dependence scenarios, and applies when at least one variable is large. our representation motivates a parametric model that encompasses both dependence classes. we implement a simple version of this model, and show that it performs well in a range of settings.",,2014-08-21,2015-10-29,"['jennifer wadsworth', 'jonathan tawn', 'anthony davison', 'daniel elton']"
1408.7025,synthesising evidence to estimate pandemic (2009) a/h1n1 influenza   severity in 2009-2011,stat.ap,"knowledge of the severity of an influenza outbreak is crucial for informing and monitoring appropriate public health responses, both during and after an epidemic. however, case-fatality, case-intensive care admission and case-hospitalisation risks are difficult to measure directly. bayesian evidence synthesis methods have previously been employed to combine fragmented, under-ascertained and biased surveillance data coherently and consistently, to estimate case-severity risks in the first two waves of the 2009 a/h1n1 influenza pandemic experienced in england. we present in detail the complex probabilistic model underlying this evidence synthesis, and extend the analysis to also estimate severity in the third wave of the pandemic strain during the 2010/2011 influenza season. we adapt the model to account for changes in the surveillance data available over the three waves. we consider two approaches: (a) a two-stage approach using posterior distributions from the model for the first two waves to inform priors for the third wave model; and (b) a one-stage approach modelling all three waves simultaneously. both approaches result in the same key conclusions: (1) that the age-distribution of the case-severity risks is ""u""-shaped, with children and older adults having the highest severity; (2) that the age-distribution of the infection attack rate changes over waves, school-age children being most affected in the first two waves and the attack rate in adults over 25 increasing from the second to third waves; and (3) that when averaged over all age groups, case-severity appears to increase over the three waves. the extent to which the final conclusion is driven by the change in age-distribution of those infected over time is subject to discussion.",10.1214/14-aoas775,2014-08-29,2015-02-03,"['anne m. presanis', 'richard g. pebody', 'paul j. birrell', 'brian d. m. tom', 'helen k. green', 'hayley durnall', 'douglas fleming', 'daniela de angelis']"
1409.0733,integral approximation by kernel smoothing,math.st stat.th,"let $(x_1,\ldots,x_n)$ be an i.i.d. sequence of random variables in $\mathbb{r}^d$, $d\geq 1$. we show that, for any function $\varphi :\mathbb{r}^d\rightarrow\mathbb{r}$, under regularity conditions, \[n^ {1/2}\biggl(n^{-1}\sum_{i=1}^n\frac{\varphi(x_i)}{\widehat{f}^(x_i)}- \int \varphi(x)\,dx\biggr)\stackrel{\mathbb{p}}{\longrightarrow}0,\] where $\widehat{f}$ is the classical kernel estimator of the density of $x_1$. this result is striking because it speeds up traditional rates, in root $n$, derived from the central limit theorem when $\widehat{f}=f$. although this paper highlights some applications, we mainly address theoretical issues related to the later result. we derive upper bounds for the rate of convergence in probability. these bounds depend on the regularity of the functions $\varphi$ and $f$, the dimension $d$ and the bandwidth of the kernel estimator $\widehat{f}$. moreover, they are shown to be accurate since they are used as renormalizing sequences in two central limit theorems each reflecting different degrees of smoothness of $\varphi$. as an application to regression modelling with random design, we provide the asymptotic normality of the estimation of the linear functionals of a regression function. as a consequence of the above result, the asymptotic variance does not depend on the regression function. finally, we debate the choice of the bandwidth for integral approximation and we highlight the good behavior of our procedure through simulations.",10.3150/15-bej725,2014-09-02,2016-06-06,"['bernard delyon', 'françois portier']"
1409.0743,does non-stationary spatial data always require non-stationary random   fields?,stat.me stat.ap,"a stationary spatial model is an idealization and we expect that the true dependence structures of physical phenomena are spatially varying, but how should we handle this non-stationarity in practice? we study the challenges involved in applying a flexible non-stationary model to a dataset of annual precipitation in the conterminous us, where exploratory data analysis shows strong evidence of a non-stationary covariance structure.   the aim of this paper is to investigate the modelling pipeline once non-stationarity has been detected in spatial data. we show that there is a real danger of over-fitting the model and that careful modelling is necessary in order to properly account for varying second-order structure. in fact, the example shows that sometimes non-stationary gaussian random fields are not necessary to model non-stationary spatial data.",,2014-09-02,2015-09-14,"['geir-arne fuglstad', 'daniel simpson', 'finn lindgren', 'håvard rue']"
1409.0940,high-performance kernel machines with implicit distributed optimization   and randomization,stat.ml cs.dc cs.lg,"in order to fully utilize ""big data"", it is often required to use ""big models"". such models tend to grow with the complexity and size of the training data, and do not make strong parametric assumptions upfront on the nature of the underlying statistical dependencies. kernel methods fit this need well, as they constitute a versatile and principled statistical methodology for solving a wide range of non-parametric modelling problems. however, their high computational costs (in storage and time) pose a significant barrier to their widespread adoption in big data applications.   we propose an algorithmic framework and high-performance implementation for massive-scale training of kernel-based statistical models, based on combining two key technical ingredients: (i) distributed general purpose convex optimization, and (ii) the use of randomization to improve the scalability of kernel methods. our approach is based on a block-splitting variant of the alternating directions method of multipliers, carefully reconfigured to handle very large random feature matrices, while exploiting hybrid parallelism typically found in modern clusters of multicore machines. our implementation supports a variety of statistical learning tasks by enabling several loss functions, regularization schemes, kernels, and layers of randomized approximations for both dense and sparse datasets, in a highly extensible framework. we evaluate the ability of our framework to learn models on data from applications, and provide a comparison against existing sequential and parallel libraries.",,2014-09-02,2015-04-16,"['vikas sindhwani', 'haim avron']"
1409.2642,exploiting timss and pirls combined data: multivariate multilevel   modelling of student achievement,stat.ap,"we exploit a multivariate multilevel model for the analysis of the italian sample of the timss\&pirls 2011 combined international database on fourth grade students. the multivariate approach jointly considers educational achievement on reading, mathematics and science, thus allowing us to test for differential associations of the covariates with the three outcomes, and to estimate the residual correlations between pairs of outcomes at student and class levels. multilevel modelling allows us to disentangle student and contextual factors affecting achievement. we also account for territorial differences in wealth by means of an index from an external source. the model residuals point out classes with high or low performance. as educational achievement is measured by plausible values, the estimates are obtained through multiple imputation formulas. the results, while confirming the role of traditional student and contextual factors, reveal interesting patterns of achievement in italian primary schools.",,2014-09-09,2015-08-16,"['leonardo grilli', 'fulvia pennoni', 'carla rampichini', 'isabella romeo']"
1409.2824,scalable bayesian modelling of paired symbols,stat.ml,"we present a novel, scalable and bayesian approach to modelling the occurrence of pairs of symbols (i,j) drawn from a large vocabulary. observed pairs are assumed to be generated by a simple popularity based selection process followed by censoring using a preference function. by basing inference on the well-founded principle of variational bounding, and using new site-independent bounds, we show how a scalable inference procedure can be obtained for large data sets. state of the art results are presented on real-world movie viewing data.",,2014-09-09,2014-09-10,"['ulrich paquet', 'noam koenigstein', 'ole winther']"
1409.4512,estimation and testing for covariance-spectral spatial-temporal models,stat.me stat.ap,in this paper we explore a covariance spectral modelling strategy for spatial-temporal processes which involves a spectral approach for time but a covariance approach for space.it facilitates the analysis of coherence between the temporal frequency components at different spatial sites. stein(2005) developed a semi-parametric model within this framework.the purpose of this paper is to give a deeper insight into the properties of his model and to develop simple and more intuitive methods of estimation and testing. an example is given using the irish wind speed data.,,2014-09-16,,"['a. m. mosammam', 'j. t. kent']"
1409.6219,"flexible modelling in statistics: past, present and future",stat.me math.st stat.th,"in times where more and more data become available and where the data exhibit rather complex structures (significant departure from symmetry, heavy or light tails), flexible modelling has become an essential task for statisticians as well as researchers and practitioners from domains such as economics, finance or environmental sciences. this is reflected by the wealth of existing proposals for flexible distributions; well-known examples are azzalini's skew-normal, tukey's $g$-and-$h$, mixture and two-piece distributions, to cite but these. my aim in the present paper is to provide an introduction to this research field, intended to be useful both for novices and professionals of the domain. after a description of the research stream itself, i will narrate the gripping history of flexible modelling, starring emblematic heroes from the past such as edgeworth and pearson, then depict three of the most used flexible families of distributions, and finally provide an outlook on future flexible modelling research by posing challenging open questions.",,2014-09-22,,['christophe ley']
1409.7454,a bayesian spatial temporal mixtures approach to kinetic parametric   images in dynamic positron emission tomography,stat.ap,"we present a fully bayesian statistical approach to the problem of compartmental modelling in the context of positron emission tomography. we cluster homogeneous region of interest and perform kinetic parameter estimation simultaneously. a mixture modelling approach is adopted, incorporating both spatial and temporal information based on reconstructed dynamic pet image. our modelling approach is flexible, and provides uncertainty estimates for the estimated kinetic parameters. crucially, the proposed method allows us to determine the unknown number of clusters, which has a great impact on resulting estimated kinetic parameters. we demonstrate our method on simulated dynamic myocardial pet data, and show that our method is superior to standard curve-fitting approach.",,2014-09-25,2016-02-07,"['wanchuang zhu', 'jinsong ouyang', 'yothin rakvongthai', 'n. j. guehl', 'd. w. wooten', 'g. el fakhri', 'm. d. normandin', 'yanan fan']"
1409.8083,variational inference for probabilistic latent tensor factorization with   kl divergence,stat.co cs.na,probabilistic latent tensor factorization (pltf) is a recently proposed probabilistic framework for modelling multi-way data. not only the common tensor factorization models but also any arbitrary tensor factorization structure can be realized by the pltf framework. this paper presents full bayesian inference via variational bayes that facilitates more powerful modelling and allows more sophisticated inference on the pltf framework. we illustrate our approach on model order selection and link prediction.,,2014-09-29,,"['beyza ermis', 'y. kenan yılmaz', 'a. taylan cemgil', 'evrim acar']"
1409.8202,short-term predictability of photovoltaic production over italy,cs.lg stat.ap,"photovoltaic (pv) power production increased drastically in europe throughout the last years. about the 6% of electricity in italy comes from pv and for an efficient management of the power grid an accurate and reliable forecasting of production would be needed. starting from a dataset of electricity production of 65 italian solar plants for the years 2011-2012 we investigate the possibility to forecast daily production from one to ten days of lead time without using on site measurements. our study is divided in two parts: an assessment of the predictability of meteorological variables using weather forecasts and an analysis on the application of data-driven modelling in predicting solar power production. we calibrate a svm model using available observations and then we force the same model with the predicted variables from weather forecasts with a lead time from one to ten days. as expected, solar power production is strongly influenced by cloudiness and clear sky, in fact we observe that while during summer we obtain a general error under the 10% (slightly lower in south italy), during winter the error is abundantly above the 20%.",,2014-09-29,,"['matteo de felice', 'marcello petitta', 'paolo m. ruti']"
1410.0347,bootstrap confidence sets under model misspecification,math.st stat.th,"a multiplier bootstrap procedure for construction of likelihood-based confidence sets is considered for finite samples and a possible model misspecification. theoretical results justify the bootstrap validity for a small or moderate sample size and allow to control the impact of the parameter dimension $p$: the bootstrap approximation works if $p^3/n$ is small. the main result about bootstrap validity continues to apply even if the underlying parametric model is misspecified under the so-called small modelling bias condition. in the case when the true model deviates significantly from the considered parametric family, the bootstrap procedure is still applicable but it becomes a bit conservative: the size of the constructed confidence sets is increased by the modelling bias. we illustrate the results with numerical examples for misspecified linear and logistic regressions.",10.1214/15-aos1355,2014-10-01,2015-11-17,"['vladimir spokoiny', 'mayya zhilova']"
